,state.pn,state.pe,state.vn,state.ve,next_state.pn,next_state.pe,next_state.vn,next_state.ve,action_vel.vn,action_vel.ve,action
0,-1.2894190886497496,1.8015320673942568,0.00018901529998059473,6.714271526563871e-05,-1.5260116081476212,1.9046148145675663,-0.27568176465332755,0.12414226929601994,-0.21213204,0.21213204,4
1,-1.5260116081476212,1.9046148145675663,-0.27568176465332755,0.12414226929601994,-1.3297176580429078,2.047444314670563,0.2893657211770185,0.14686618851807393,0.21213204,0.21213204,6
2,-1.3297176580429078,2.047444314670563,0.2893657211770185,0.14686618851807393,-1.263462519264221,1.7983561670064927,0.019018251815624693,-0.3197541792908114,0.0,-0.3,1
3,-1.263462519264221,1.7983561670064927,0.019018251815624693,-0.3197541792908114,-1.2557402011156082,1.9980285692214967,0.019281494310362676,0.2885983962638208,0.0,0.3,5
4,-1.2557402011156082,1.9980285692214967,0.019281494310362676,0.2885983962638208,-1.4839348766803742,2.1621355930328368,-0.27204481461107327,0.14129228413782055,-0.21213204,0.21213204,4
5,-1.4839348766803742,2.1621355930328368,-0.27204481461107327,0.14129228413782055,-1.2426266218185424,2.1814725478649137,0.25887664304333746,-0.003893812315445251,0.3,0.0,3
6,-1.2426266218185424,2.1814725478649137,0.25887664304333746,-0.003893812315445251,-1.4243226302862169,2.04710967502594,-0.2689563684946809,-0.16037637903648344,-0.21213204,-0.21213204,2
7,-1.4243226302862169,2.04710967502594,-0.2689563684946809,-0.16037637903648344,-1.716372889471054,2.025752798366547,-0.3128423701108237,0.007906427060904352,-0.3,0.0,7
8,-1.716372889471054,2.025752798366547,-0.3128423701108237,0.007906427060904352,-1.4888495034456253,2.019155510377884,0.24620988907941893,-0.0077806732207569805,0.3,0.0,3
9,-1.4888495034456253,2.019155510377884,0.24620988907941893,-0.0077806732207569805,-1.6856174523591996,1.8745238006591798,-0.3006729670535342,-0.17956482148600797,-0.21213204,-0.21213204,2
10,-1.6856174523591996,1.8745238006591798,-0.3006729670535342,-0.17956482148600797,-1.9639060049057007,1.7052853619337085,-0.2889838676679401,-0.17265160142348945,-0.21213204,-0.21213204,2
11,-1.9639060049057007,1.7052853619337085,-0.2889838676679401,-0.17265160142348945,-2.242277520132065,1.538311815738678,-0.28349605649377596,-0.17548832907953546,-0.21213204,-0.21213204,2
12,-2.242277520132065,1.538311815738678,-0.28349605649377596,-0.17548832907953546,-2.3098358318328858,1.7696492113113402,-0.037676754138829184,0.33148713414728515,0.0,0.3,5
13,-2.3098358318328858,1.7696492113113402,-0.037676754138829184,0.33148713414728515,-2.342775727415085,2.072734286594391,-0.03498130709918751,0.33386360198954823,0.0,0.3,5
